0.49,0.43,0.42,0.49,0.38,0.51,0.51
0.43,0.36,0.38,0.49,0.44,0.50,0.47
0.38,0.32,0.51,0.41,0.46,0.46,0.53
0.51,0.39,0.33,0.47,0.47,0.54,0.45
0.44,0.47,0.44,0.42,0.47,0.42,0.47
0.53,0.43,0.43,0.39,0.55,0.53,0.43
0.44,0.43,0.58,0.46,0.58,0.53,0.55
0.53,0.46,0.38,0.49,0.54,0.64,0.52
0.39,0.55,0.46,0.48,0.60,0.42,0.38
0.52,0.51,0.46,0.45,0.71,0.55,0.53
0.72,0.58,0.46,0.46,0.67,0.49,0.58
0.46,0.54,0.47,0.39,0.64,0.54,0.43
0.48,0.47,0.47,0.51,0.46,0.42,0.41
0.44,0.45,0.42,0.48,0.48,0.59,0.60
0.48,0.46,0.53,0.57,0.48,0.50,0.55
0.44,0.53,0.49,0.40,0.49,0.60,0.51
0.44,0.63,0.41,0.53,0.44,0.42,0.40
0.47,0.46,0.44,0.60,0.49,0.39,0.45
0.58,0.61,0.52,0.43,0.66,0.36,0.40
0.48,0.48,0.39,0.38,0.44,0.39,0.46
0.43,0.45,0.51,0.46,0.54,0.43,0.41
0.63,0.69,0.50,0.53,0.49,0.42,0.45
0.50,0.52,0.65,0.47,0.66,0.53,0.58
0.46,0.55,0.56,0.48,0.65,0.62,0.66
0.46,0.46,0.53,0.41,0.66,0.52,0.54
0.60,0.61,0.41,0.56,0.60,0.34,0.64
0.66,0.76,0.63,0.73,0.72,0.45,0.70
0.52,0.62,0.67,0.63,0.43,0.54,0.67
0.47,0.43,0.50,0.66,0.48,0.52,0.57
0.49,0.59,0.61,0.59,0.59,0.44,0.62
0.51,0.56,0.60,0.57,0.61,0.42,0.51
0.48,0.54,0.47,0.62,0.60,0.56,0.41
0.52,0.39,0.47,0.54,0.64,0.42,0.63
0.50,0.54,0.40,0.43,0.65,0.37,0.43
0.47,0.51,0.42,0.47,0.63,0.40,0.39
0.52,0.53,0.43,0.45,0.55,0.48,0.49
0.46,0.64,0.66,0.49,0.59,0.42,0.49
0.46,0.58,0.62,0.47,0.51,0.53,0.45
0.49,0.67,0.62,0.41,0.64,0.52,0.73
0.50,0.62,0.73,0.49,0.58,0.60,0.61
0.69,0.62,0.51,0.38,0.73,0.40,0.53
0.67,0.82,0.72,0.65,0.67,0.64,0.78
0.74,0.76,0.77,0.84,0.69,0.72,0.72
0.68,0.68,0.83,0.79,0.67,0.66,0.66
0.40,0.64,0.44,0.53,0.67,0.42,0.48
0.51,0.63,0.56,0.60,0.67,0.42,0.69
0.67,0.76,0.72,0.78,0.69,0.57,0.66
0.47,0.71,0.69,0.70,0.61,0.60,0.60
0.49,0.64,0.48,0.49,0.50,0.54,0.52
0.49,0.46,0.38,0.46,0.46,0.39,0.49
0.48,0.53,0.56,0.52,0.58,0.43,0.47
0.44,0.41,0.45,0.49,0.44,0.46,0.43
0.46,0.45,0.61,0.49,0.50,0.44,0.41
0.46,0.52,0.46,0.42,0.52,0.49,0.53
0.45,0.54,0.56,0.43,0.50,0.46,0.50
0.48,0.46,0.43,0.51,0.63,0.55,0.50
0.52,0.50,0.55,0.55,0.59,0.50,0.43
0.60,0.73,0.69,0.62,0.47,0.34,0.70
0.67,0.78,0.71,0.77,0.66,0.66,0.69
0.68,0.73,0.72,0.82,0.71,0.70,0.60
0.47,0.50,0.44,0.58,0.54,0.52,0.59
0.40,0.49,0.51,0.52,0.48,0.49,0.37
0.56,0.67,0.67,0.66,0.71,0.55,0.67
0.49,0.64,0.58,0.49,0.42,0.63,0.66
0.50,0.50,0.47,0.61,0.48,0.59,0.45
