1.337291339888981578e-01,1.593075004704813669e-01,9.006884419273335218e-02,1.160000633291996125e-01,5.908391567007970774e-02,1.058161685392844664e-01,8.789759464381810550e-02
5.584643775330437598e-02,7.984169624666641318e-02,7.224333942881769333e-02,1.379184092255482386e-01,7.606509973713708461e-02,5.068050332226650689e-02,9.182168210149810328e-02
1.062453417597609417e-01,7.316395275862982994e-02,1.429512422022937990e-01,6.404518351982890767e-02,1.193893246300900268e-01,7.045959577858723621e-02,1.293992618307800713e-01
1.738728623682715413e-01,1.237320551320361256e-01,1.164001065182916628e-01,1.742463767667645491e-01,1.094161817394770503e-01,5.091309908864638523e-02,1.141760919879224179e-01
4.531898979047326026e-02,8.082222098506498809e-02,1.387878787878787656e-01,9.380657494389081641e-02,1.523091652803102436e-01,6.997601874695004442e-02,5.074930833720218276e-02
1.043418209072751734e-01,9.680942141700039916e-02,3.801309522561630710e-02,8.793832883677188406e-02,1.107267917257469814e-01,8.208933743475764488e-02,7.426653906443825282e-02
8.518428021504634295e-02,8.569800788973901129e-02,1.366322083968150025e-01,1.828540636993506441e-01,1.240048644509941789e-01,9.228675538708425163e-02,3.619714974452531431e-02
9.948259165422153327e-02,1.040343236430543161e-01,9.465244744627925033e-02,6.764027359177551824e-02,1.086079845909427022e-01,1.164303435338865655e-01,4.045653155946337537e-02
4.187523556393867030e-02,1.351897093892222568e-01,9.314840220959556827e-02,7.252187606444941703e-02,1.161605621383888787e-01,1.185853423491250030e-01,8.071105285936985840e-02
1.776243598810154645e-01,1.357484815376269749e-01,1.464366396071932475e-01,1.347724599373156529e-01,4.857567250791244157e-02,3.943716871813188196e-02,5.199420748976294610e-02
6.643485869597441640e-02,9.545716419902010308e-02,1.093028244741028054e-01,1.351090812278042397e-01,8.174956594059921977e-02,1.118239758337550432e-01,1.073257872541995422e-01
9.237007851549480786e-02,1.300278983979969438e-01,7.393939393939394367e-02,3.796367592483029102e-02,7.354034837071327102e-02,1.449867618302085048e-01,1.395893813591337906e-01
1.044404391315315594e-01,1.533789740566986748e-01,1.661370219126215575e-01,9.088686597015516178e-02,8.888200156972447807e-02,1.064985666547698523e-01,1.152734601512566126e-01
1.096681324523406248e-01,1.098458724872233838e-01,8.438787917477950928e-02,1.427449644828699404e-01,8.727646830739785311e-02,1.312278666457294962e-01,9.140069101337627844e-02
8.294399407089955711e-02,1.648841316182492189e-01,5.683413917333417220e-02,7.165483134881399374e-02,4.203282638642354130e-02,9.693517904157848697e-02,8.802032025549443028e-02
5.677270907634907743e-02,1.411723763087883166e-01,1.119984768214526971e-01,8.261218422453640853e-02,1.243296072529364443e-01,8.139534083748281579e-02,1.109703424174003084e-01
4.656817627223889394e-02,1.321295521415540020e-01,1.437370543094330377e-01,7.471306879461793449e-02,7.836717515270114065e-02,1.300868930166330928e-01,9.285548232548346270e-02
7.421211502530383752e-02,1.314942030516174087e-01,1.239538407524426594e-01,1.151419453758721068e-01,1.291043447901325247e-01,1.059429843215030087e-01,4.489668899127583629e-02
7.717700547748658491e-02,1.063582164053096663e-01,5.474747474747476000e-02,9.180790243711638154e-02,2.270728638597741683e-02,1.120845330849977173e-01,4.734950167258337311e-02
3.359007340455412438e-02,1.015327890602922278e-01,1.028518954453160050e-01,9.434927414712082627e-02,1.101971593887670631e-01,2.256304299271065517e-02,5.354335751106575891e-02
7.425197492338128646e-02,1.978766996038123366e-02,1.364479350360962295e-01,1.540634193768353755e-01,1.388241906241809709e-01,3.747678940229116212e-02,1.362559994195433055e-01
