4.858585858585858230e-01,4.339393939393937916e-01,4.200000000000000400e-01,4.884848484848484662e-01,3.781818181818181190e-01,5.069696969696970701e-01,5.115151515151514783e-01
4.306060606060605478e-01,3.589898989898990256e-01,3.839393939393939692e-01,4.890909090909091317e-01,4.437373737373738192e-01,4.994949494949494917e-01,4.675757575757575890e-01
3.822222222222221855e-01,3.211111111111111249e-01,5.111111111111111827e-01,4.082828282828282473e-01,4.557575757575757502e-01,4.578787878787878296e-01,5.321212121212121060e-01
5.139393939393939181e-01,3.870707070707070652e-01,3.301010101010101172e-01,4.666666666666667851e-01,4.654545454545454541e-01,5.446464646464646009e-01,4.542424242424242253e-01
4.357575757575757325e-01,4.718181818181818032e-01,4.360606060606061485e-01,4.189898989898989679e-01,4.667676767676767757e-01,4.171717171717171380e-01,4.650505050505050475e-01
5.316161616161616532e-01,4.279797979797979046e-01,4.339393939393939581e-01,3.851515151515151336e-01,5.493939393939393234e-01,5.321212121212121060e-01,4.260606060606059731e-01
4.370707070707070541e-01,4.252525252525252708e-01,5.755555555555554870e-01,4.602020202020201678e-01,5.752525252525252375e-01,5.310101010101011543e-01,5.482828282828282607e-01
5.278787878787879473e-01,4.563636363636363602e-01,3.808080808080808177e-01,4.927272727272726804e-01,5.432323232323232887e-01,6.395959595959596067e-01,5.169696969696968569e-01
3.915151515151514827e-01,5.517171717171718281e-01,4.619191919191918960e-01,4.831313131313130782e-01,6.007070707070706339e-01,4.208080808080808533e-01,3.791919191919191912e-01
5.163636363636363580e-01,5.105050505050504617e-01,4.629292929292930237e-01,4.507070707070706672e-01,7.084848484848483841e-01,5.531313131313131404e-01,5.303030303030302761e-01
7.169696969696970346e-01,5.844444444444443221e-01,4.563636363636363602e-01,4.585858585858586522e-01,6.656565656565657241e-01,4.850505050505050653e-01,5.848484848484848397e-01
4.627272727272727093e-01,5.393939393939393145e-01,4.703030303030303338e-01,3.876767676767677306e-01,6.385858585858585901e-01,5.382828282828283628e-01,4.307070707070707050e-01
4.842424242424241965e-01,4.735353535353535870e-01,4.701010101010100750e-01,5.112121212121212288e-01,4.595959595959596133e-01,4.197979797979797811e-01,4.084848484848485062e-01
4.441414141414141703e-01,4.545454545454544748e-01,4.232323232323232931e-01,4.751515151515152136e-01,4.777777777777777457e-01,5.866666666666666696e-01,5.993939393939393678e-01
4.787878787878787068e-01,4.563636363636363602e-01,5.278787878787878363e-01,5.692929292929292950e-01,4.757575757575757680e-01,5.041414141414141126e-01,5.459595959595958670e-01
4.409090909090909172e-01,5.329292929292929193e-01,4.910101010101010077e-01,4.007070707070706783e-01,4.900000000000000466e-01,5.971717171717172423e-01,5.093939393939395099e-01
4.445454545454545214e-01,6.333333333333334147e-01,4.050505050505049942e-01,5.280808080808080396e-01,4.424242424242423866e-01,4.213131313131312505e-01,3.976767676767676285e-01
4.736363636363636331e-01,4.630303030303030698e-01,4.393939393939394478e-01,5.993939393939393678e-01,4.943434343434341960e-01,3.937373737373737193e-01,4.494949494949495028e-01
5.806060606060605700e-01,6.144444444444443487e-01,5.182828282828283450e-01,4.264646464646464352e-01,6.577777777777777946e-01,3.589898989898989701e-01,4.032323232323232753e-01
4.814141414141414055e-01,4.806060606060605922e-01,3.909090909090908728e-01,3.844444444444444220e-01,4.361616161616161946e-01,3.936363636363636731e-01,4.637373737373737259e-01
4.253535353535353170e-01,4.533333333333333104e-01,5.064646464646465063e-01,4.636363636363636798e-01,5.420202020202020687e-01,4.294949494949494850e-01,4.064646464646464175e-01
6.254545454545454852e-01,6.921212121212120261e-01,5.036363636363636598e-01,5.268686868686869307e-01,4.906060606060606011e-01,4.195959595959596333e-01,4.459595959595959447e-01
5.012121212121212199e-01,5.221212121212122081e-01,6.514141414141413344e-01,4.703030303030303338e-01,6.585858585858586078e-01,5.335353535353535293e-01,5.750505050505049232e-01
